CycleTime,ModTime,dt,TskMean,TskHead,TskNeck,TskChest,TskBack,TskPelvis,TskLShoulder,TskLArm,TskLHand,TskRShoulder,TskRArm,TskRHand,TskLThigh,TskLLeg,TskLFoot,TskRThigh,TskRLeg,TskRFoot,TcrHead,TcrNeck,TcrChest,TcrBack,TcrPelvis,TcrLShoulder,TcrLArm,TcrLHand,TcrRShoulder,TcrRArm,TcrRHand,TcrLThigh,TcrLLeg,TcrLFoot,TcrRThigh,TcrRLeg,TcrRFoot,WetMean,WetHead,WetNeck,WetChest,WetBack,WetPelvis,WetLShoulder,WetLArm,WetLHand,WetRShoulder,WetRArm,WetRHand,WetLThigh,WetLLeg,WetLFoot,WetRThigh,WetRLeg,WetRFoot,Wle,CO,Met,RES,THLskHead,THLskNeck,THLskChest,THLskBack,THLskPelvis,THLskLShoulder,THLskLArm,THLskLHand,THLskRShoulder,THLskRArm,THLskRHand,THLskLThigh,THLskLLeg,THLskLFoot,THLskRThigh,THLskRLeg,THLskRFoot
-,sec,sec,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g/sec,L/h,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
The counts of executing one cycle calculation,Simulation times,Time delta of the model,Mean skin temperature of the body,Skin temperature of the Head,Skin temperature of the Neck,Skin temperature of the Chest,Skin temperature of the Back,Skin temperature of the Pelvis,Skin temperature of the LShoulder,Skin temperature of the LArm,Skin temperature of the LHand,Skin temperature of the RShoulder,Skin temperature of the RArm,Skin temperature of the RHand,Skin temperature of the LThigh,Skin temperature of the LLeg,Skin temperature of the LFoot,Skin temperature of the RThigh,Skin temperature of the RLeg,Skin temperature of the RFoot,Core temperature of the Head,Core temperature of the Neck,Core temperature of the Chest,Core temperature of the Back,Core temperature of the Pelvis,Core temperature of the LShoulder,Core temperature of the LArm,Core temperature of the LHand,Core temperature of the RShoulder,Core temperature of the RArm,Core temperature of the RHand,Core temperature of the LThigh,Core temperature of the LLeg,Core temperature of the LFoot,Core temperature of the RThigh,Core temperature of the RLeg,Core temperature of the RFoot,Mean skin wettedness of the body,Local skin wettedness of the Head,Local skin wettedness of the Neck,Local skin wettedness of the Chest,Local skin wettedness of the Back,Local skin wettedness of the Pelvis,Local skin wettedness of the LShoulder,Local skin wettedness of the LArm,Local skin wettedness of the LHand,Local skin wettedness of the RShoulder,Local skin wettedness of the RArm,Local skin wettedness of the RHand,Local skin wettedness of the LThigh,Local skin wettedness of the LLeg,Local skin wettedness of the LFoot,Local skin wettedness of the RThigh,Local skin wettedness of the RLeg,Local skin wettedness of the RFoot,Weight loss rate by the evaporation and respiration of the whole body,Cardiac output (the sum of the whole blood flow),Total heat production of the whole body,Heat loss by the respiration,Heat loss from the skin of the Head,Heat loss from the skin of the Neck,Heat loss from the skin of the Chest,Heat loss from the skin of the Back,Heat loss from the skin of the Pelvis,Heat loss from the skin of the LShoulder,Heat loss from the skin of the LArm,Heat loss from the skin of the LHand,Heat loss from the skin of the RShoulder,Heat loss from the skin of the RArm,Heat loss from the skin of the RHand,Heat loss from the skin of the LThigh,Heat loss from the skin of the LLeg,Heat loss from the skin of the LFoot,Heat loss from the skin of the RThigh,Heat loss from the skin of the RLeg,Heat loss from the skin of the RFoot
0,0:00:00,60000,34.51768710507319,34.93607016347381,35.041742714338234,34.69389748088563,34.621233206447606,35.81886021483312,34.32354793192007,33.93178136169102,34.27821883901136,34.323547931919975,33.93178136169095,34.27821883901129,34.2518384157136,34.04634238898668,34.12005224467419,34.251838415713564,34.04634238898652,34.12005224467422,37.10647055508658,36.669563004083,36.883435036250084,36.93885162712219,37.0780810602709,36.076657612995845,35.55453984555743,34.803336513946526,36.076657612995746,35.554539845557294,34.80333651394645,36.46918961714337,36.10759616206552,34.54118673950158,36.469189617143385,36.107596162065185,34.541186739501605,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.009812080479670256,279.6603712720266,94.34669371680002,6.9239418985033545,6.998373281676092,1.874916211542439,8.056611410105909,7.063065469679777,11.775374797373084,4.735191339845976,2.840491670037393,2.391216473881572,4.735191339845895,2.8404916700373564,2.3912164738815407,9.099166772932362,4.352789530034386,2.4083478455331866,9.09916677293232,4.352789530034254,2.408347845533197
1,0:01:00,60,27210.213311402633,21814.354706410333,27025.175610262268,17735.6580917779,35636.030380050106,12485.019574653423,40794.878935604975,38031.885080299515,28940.8976430098,40794.87893560496,38031.88508029952,28940.897643009786,29603.535858078492,26701.984444433034,19382.075247902576,29603.53585807848,26701.984444433037,19382.075247902583,493.1981516128561,1102.1970989711353,3397.3178416068645,393.494749910258,139.49182177607543,849.9679341194062,799.4739946899481,6933.613199127313,849.967934119406,799.4739946899516,6933.61319912731,343.1238983890807,307.7104681639514,4781.801863215228,343.1238983890806,307.7104681639512,4781.801863215229,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-3677.5322514698296,282.10153299280097,90.57222217344,-1806755.8576765065,-419820.2014488435,-110679.84455503557,-453520.76281066414,-854468.9976563674,-754793.965966282,-434682.67510095576,-276238.4991269485,-261619.09423251954,-434682.67510095576,-276238.4991269485,-261619.09423251954,-756810.6520572214,-372283.2009156315,-215768.4660412977,-756810.6520572214,-372283.2009156315,-215768.4660412977
2,0:02:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,603534.6411186551,inf,90.57222217344,-1806755.8576765065,77819144.2234414,21310765.754360568,80063287.51567732,171773083.04878023,120817483.07121713,88545280.4158811,55836388.64533493,51126993.96507096,88545280.4158811,55836388.64533493,51126993.96507096,147707086.6414932,71331723.46340573,38908395.30586322,147707086.6414932,71331723.46340573,38908395.30586322
3,0:03:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0:04:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0:05:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0:06:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0:07:00,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
